Xdata,P_Band4_nterms2,omega_Band4_nterms2,P_times_omega_Band4_nterms2,P_Band5,omega_Band5,P_times_omega_Band5,P_Band5_robust_minus1,omega_Band5_robust_minus1,P_times_omega_Band5_robust_minus1,P_Band6,omega_Band6,P_times_omega_Band6,P_Band7_nterms2,omega_Band7_nterms2,P_times_omega_Band7_nterms2
66.66666666666666,0.999990726617957,0.17103477708683248,0.17103319101600192,0.9999821768881929,0.22529329570617762,0.22528928027857886,0.9999821768881929,0.22529329570617762,0.22528928027857886,0.999947573122585,0.3438638148044848,0.34384578709841856,0.9997331922036287,0.5605857418440398,0.5604361731975811
68.49371766444936,0.9999901703173963,0.1769627047105797,0.17696096522335972,0.9999811062571686,0.23254707703838925,0.2325426833537195,0.9999811062571686,0.23254707703838925,0.2325426833537195,0.999944411605225,0.35310760497291865,0.35308797628797534,0.9997168556042809,0.5703227009822323,0.5701612173056978
70.32076866223208,0.9999895656745781,0.18304127640582077,0.1830393664935771,0.9999799423586124,0.23995030665314357,0.23994549381594188,0.9999799423586124,0.23995030665314357,0.23994549381594188,0.9999409727274581,0.36244693164509767,0.36242553739128147,0.9996990466814367,0.5799863151526562,0.5798117663463898
72.14781966001478,0.9999889100233377,0.18926688638679515,0.18926478742144218,0.9999786800134582,0.24749628345948865,0.24749100684205616,0.9999786800134582,0.24749628345948865,0.24749100684205616,0.9999372407783981,0.37186923366462526,0.3718458954409828,0.9996796753052526,0.5895633765119295,0.589374524803314
73.97487065779748,0.9999882006287548,0.19563562933198084,0.19563332095456157,0.9999773139046857,0.25517800517377154,0.25517221618122404,0.9999773139046857,0.25517800517377154,0.25517221618122404,0.9999331995880167,0.3813619606620878,0.3813364855260008,0.9996586477376235,0.5990416355758063,0.5988371513582447
75.80192165558019,0.9999874346866102,0.20214331340764594,0.20214077341356332,0.9999758385758369,0.26298819782705146,0.26298184365765387,0.9999758385758369,0.26298819782705146,0.26298184365765387,0.999928832518355,0.39091263296124956,0.39088481269361847,0.9996358664617441,0.6084098133130437,0.6081882708950124
77.6289726533629,0.9999866093227948,0.20878547454198496,0.20878267876309023,0.9999742484294263,0.27091934630594666,0.2709123697072805,0.9999742484294263,0.27091934630594666,0.2709123697072805,0.999924122454146,0.40050889863467626,0.40047850900235515,0.9996112299980997,0.6176576033966951,0.6174174766490488
79.4560236511456,0.9999857215926936,0.2155573918459657,0.21555431402972702,0.9999725377252613,0.2789637256701964,0.2789560646917199,0.9999725377252613,0.2789637256701964,0.2789560646917199,0.9999190517928623,0.4101385872799017,0.4101053872965834,0.9995846327061637,0.6267756655224777,0.6265153234104471
81.2830746489283,0.9999847684805347,0.22245410406984165,0.22245071575582537,0.9999707005786792,0.28711343299022757,0.28710502073278754,0.9999707005786792,0.28711343299022757,0.28710502073278754,0.9999136024341942,0.41978976015566105,0.41975349134223344,0.9995559645709728,0.6357556107531361,0.635473312737759
83.11012564671101,0.9999837468987117,0.22947042697802544,0.2294666973719331,0.9999687309587064,0.2953604194510131,0.2953511838138608,0.9999687309587064,0.2953604194510131,0.2953511838138608,0.9999077557689692,0.42945075638715513,0.4294111420323666,0.999525110973661,0.6445899798702172,0.6442838711622887
84.93717664449372,0.999982653687091,0.23660097151995965,0.2365968673654731,0.9999666226861479,0.303696522474315,0.30368638590016855,0.9999666226861479,0.303696522474315,0.30368638590016855,0.9999014926675013,0.439110235017129,0.43906697943920453,0.9994919524449282,0.6532722157136899,0.6529403223617002
86.76422764227642,0.9999814856122944,0.24384016267072064,0.24383564811941075,0.9999643694316094,0.3121134976199387,0.3121023768386161,0.9999643694316094,0.3121134976199387,0.3121023768386161,0.9998947934673674,0.44875721275427266,0.4487100005639249,0.9994563644003087,0.6617966304688397,0.6614368542607612
88.59127864005912,0.9999802393669651,0.25118225881245887,0.2511772952920176,0.9999619647134508,0.32060305003763895,0.32059085580876223,0.9999619647134508,0.32060305003763895,0.32059085580876223,0.999887637960596,0.4583810973167829,0.45832959268186413,0.999418216855994,0.670158368822365,0.6697684819795696
